Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_WR_C1_21_14_3_COR	2019	52 / 60	86.7	C1 (lower advanced)	Female	21	Universidad de Granada	Estudios Ingleses	Cuarto	Spanish	Spanish	Spanish	Spanish	7	14	Yes	Ireland	2018-2019	9	First Certificate (B2)	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	""	""	""	""	""	Written	3	3. Film	written_online	900	Outside classroom	""	One of the films I've watched recently is Fried Green Tomatoes. Despite what the title may indicate, it's not a film about chefs or anything like that. However, the name of the film has more to do with the main plot of the movie, since Idgie and Ruth, who are the protagonists, open a cafe whose main menu item is called like the title. As I've already mentioned, these two women are the focal point of the story, as they share a similar tragic background although they are completely different. While Ruth becomes a mother and gets married to an abusive man, Idgie refuses to settle and finds her own future without fitting standard gender roles. Although the storyline looks quite simple, the fact that it is narrated by an elderly lady called Ninny makes it more interesting as it creates a comparison between Idgie and Ruth's story and the current, more modern situation of Evelyn Couch, a mature wife who is really unhappy and tries to find her own self-confidence. Furthermore, the plot also involves the murder of Ruth's husband and the tragic death of Idgie's brother. In this sense. the film becomes the perfect field for a psicoanalitic study as well as a base for discussing gender roles, heteronormativity and even, racism. In general, I think this is a great movie since everytime you watch it, it gets better and you find out more about the underlying connections and metaphors that it entails.	
Learners	ES_WR_C1_21_14_3_MHM	2019	52 / 60	86.7	C1 (lower advanced)	Female	21	Universidad de Granada	ESTUDIOS INGLESES	4TO	Spanish	Spanish	Spanish	Spanish	7	14	Yes	United Kingdom	2018-2019	9	C1	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	C2 (upper advanced)	5.75 / 6	French	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	A2 (upper beginner)	Written	3	3. Film	written_online	9	Outside classroom	Bilingual dictionary (Spanish/English)	Last weekend I watched 'Falling Inn Love', a Romantic comedy by Netflix. The protagonist is a very powerful woman in America whose company has just gone bankrupt. Moreover, her boyfriend is not at all interested in the commitment of living together after 5 years of relationship. She decides to break up with him, but she has a mental breakdown and starts drinking. While being drunk, she enters an Inn contest for winning an Inn in New Zealand, which she wins. She decides to fly from America to New Zealand and fulfill her dream of building a sustainably maintained house. When she arrives she finds out that the Inn she's won, has actually been abandoned for decades. Nevertheless, she's committed to making it work. In this tiny town she meets a guy (obviously), who's actually really handsome and knows how to reform houses and even has a business for it. At first she hates him because she thinks he pitties her, but little by little she starts to understand that in this town, everyone helps each other not because of pity but because they care for each other and are nice like that. So eventually they fall in love, reform the house and travel together throughout New Zealand. The ex-boyfriend actually tries to win her back but it's too late. Finally, even though in the beginning her plan was to reform the Inn and go back to her life in San Francisco, she falls in love with her life in New Zealand and decides to stay in the house of her dreams with the man of her dreams.	
Learners	ES_SP_C1_22_16_3_EGG	2019	52 / 60	86.7	C1 (lower advanced)	Female	22	Universidad de Granada	Estudios Ingleses	Máster	Spanish	Spanish	Spanish	Spanish	6	16	Yes	Ireland	2017-2018	10	Advanced (C1)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	3	3. Film	spoken_offline_lab	15	Outside classroom	Spellchecker	hhh the film I chose was marrowbone / hhh and it deals basically with uh psychological issues / hhh / we have like the main protagonist uh his name is Jack / and hhh if I'm not mistaken he was a hhh / eighteen / hhh nineteen year old guy / hhh the thing is that he together with his uh / hhh siblings hhh four siblings hhh and his mother hhh they all moved to the countryside / and they stayed there for a / period of time / hhh but later on / the mother died / because she was actually very ill hhh and after that / hhh really weird / things happened hhh like / uh blood / uh xxx from the roof or broken mirrors stuff like that / hhh uh the thing is that after that hhh uh hhh / the siblings uh Jack and / everybody started talking about the father hhh he was missing / hhh and there was like some kind of secrecy around him hhh uh we discover I mean the audience / the audience discovered / hhh he was a murder hhh uh he tried to kill his family hhh that's why they ran away hhh / at some point the father hhh uh arrived hhh he had a uh fight with Jack / they were / fighting the father hhh ran away / he / hhh he locked himself in the in the attic hhh but / uh / the other three sibling were hidden hhh in the attic too / hhh so uh at first the audience believes hhh that uh / the siblings / could escape / hhh but the father kept locked in the attic and hhh all of them I mean the four children they tried to hhh kill him hhh uh just locking him in the in the attic with no food and no water / hhh uh / so at the end we have like / four / kind of / children let's say hhh uh hhh playing talking stuff like that like normal people hhh uh / but then we discover hhh that that's not the truth / hhh and here we have a really important character hhh uh her name is / Allie hhh and she's Jack’s girlfriend hhh I don't remember how / but she got hhh Jack's diary and she started reading it / hhh and then hhh I mean though her reading hhh we discover that when the father / uh arrived / hhh and he went to the attic / he killed hhh his own children / three of them hhh that were hidden hhh in the in the attic hhh so / hhh that's why we saw at the beginning of the movie hhh blood / uh / coming from the roof / because / the the bodies of the children were hhh in the attic and / of course they were dead / hhh the thing is that uh hhh the father / hhh was actually / hhh uh locked hhh in the attic / because after the fight / hhh uh and after / he killed his uh children hhh Jack arrived and he locked him hhh in the attic hhh / hhh so uh / hhh when Allie reads what happened / like all this tragedy like everybody is dead and stuff like that hhh she ran / to the Jack’s house / hhh to see him hhh / and and I I don't remember how but the father at that point hhh escaped hhh from the attic hhh uh he saw Allie hhh and he tried to kill her hhh then she started screaming obviously hhh and Jack heard her hhh uh she I mean he recovered / common sense for a moment hhh he tried to help her hhh then he killed uh his father / uh hhh and / that's it I mean that's the end of the movie / hhh the thing is that hhh uh / the siblings / their characters hhh were not actually / alive / all all hhh all of that was uh / consequence of hhh uh Jack's / mental issues I mean after / his siblings died hhh uh he still believed / they were alive / he saw them he talked to them he uh I don't know he played with them hhh so that's it / and but in fact they were / dead / absolutely dead / hhh and that's it I mean the end of the movie is Allie / deciding to stay with him hhh to take care of uh of him hhh and they hhh they stay in that house hhh and / and I think that's it it's uh / happy ending / let's say	
Learners	ES_WR_C1_22_14_3_CLB	2019	52 / 60	86.7	C1 (lower advanced)	Female	22	Universidad de Granada	Estudios ingleses	Cuarto	Spanish	Spanish, Japanese	Spanish	Spanish	3	14	Yes	USA, Ireland, United Kingdom	2001, 2015, 2018	9	B2	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	Italian	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	3	3. Film	written_online	10	Inside classroom	""	I have seen 'I Tonya'. It is a film about a woman who is an ice-skater and face a lot  of problems in her  life because she is a poor girl in a world of rich people. Moreover, her family is not supportive, having a mother that is very competitive and the only thing that she wants from her  daughter is to win every competition. Therefore,  the protagonist's mother is very agressive with Tonya.  <br/> Regarding to love, Tonya is not very lucky either, as she marries a very possessive man, who is always hitting her.  Finally, all her problems in life come together as a bigger problem. The girl is accussed of injuring another ice-skater.  <br/> At the end, the protagonist is absolve but she is forced to give up ice-skating.	
Learners	ES_WR_C1_22_16_3_EGG	2019	52 / 60	86.7	C1 (lower advanced)	Female	22	Universidad de Granada	Estudios Ingleses	Máster	Spanish	Spanish	Spanish	Spanish	6	16	Yes	Ireland	2017-2018	10	Advanced (C1)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	3	3. Film	written_online	15	Outside classroom	Spellchecker	I have recently watched Marrowbone with some friends. The whole movie is about psychological issues but the audience doesn't know that until the very end. The protagonist is Jack, an eighteen-year-old guy. He, together with his mother and his siblings, moves to a house in the countryside. However, the mother dies soon and the four siblings stay in the house. From the very beginning the situation is weird, because Jack is obsessed with hiding all the mirrors and there is some secrecy regarding the father. Then, we discover that he was a murderer and went to prison, but he managed to escape. After the mother's death, the father showed up and apparently, the siblings locked him in the attic. But later on, the audience discovers this is not true. It was all product of Jack's imagination. The truth is that, when the father arrived, he killed his children in the attic. All of them except from Jack, who locked his father in the attic without food or drinks. However, the father did not die. After this, Jack went mad. He thought his brother and sister were still alive. He talked to them, he saw them, he played with them, etc. The characters of his siblings were actually ghosts produced by Jack's imagination. That is why he removed all the mirrors, because they demonstrated that his siblings were not real. One important thing is that the audience discovers the truth thanks to Jack's girlfriend, Allie. She gets his diary, reads it and finds out the truth. In that momento, she goes to the house looking for Jack but the father had escaped from the attic and tries to kill her. Jack recovers some common sense and finally kills his father to save her. At the end, Allie decides to stay with Jack. She becomes his wife and devotes her life to help him deal with his mental issues.	
Learners	ES_WR_C1_23_15_3_IEOP	2019	52 / 60	86.7	C1 (lower advanced)	Male	23	Universidad de Granada	Grado en Estudios Ingleses	Cuarto	Spanish	Arabic	Spanish	Spanish	8	15	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	""	""	""	""	""	Written	3	3. Film	written_online	15	Inside classroom	Bilingual dictionary (Spanish/English)	Contagion is the last movie I've watched. This movie is about an epidemic based on the real life flu which ends up spreading across the globe. The movie focuses on how the vaccine against this disease is developed as well as the factors which facilitate the contagion. It is also a critique on alternative medicine as the antagonist in the movie is a journalist who claims to have found the solution to this epidemic and anticipates that the vaccine will not be effective. Finally the pharmaceutical industry wins and the vaccine is proven to be successful.	
Learners	ES_WR_C1_26_14_3_JMM	2019	52 / 60	86.7	C1 (lower advanced)	Male	26	Universidad de Granada	Grado en Estudios Ingleses	""	Spanish	Spanish	Spanish	Spanish	8	14	Yes	Ireland	2017	9	B2	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A2 (upper beginner)	Written	3	3. Film	written_online	20	Outside classroom	""	"Although I am not a big moviegoer, these past few weeks I have been watching a lot of movies. The last one was a horror film called ""Annabelle"". Even though I am not a big fan of horror movies, given that they are bad by nature, I had a grand time watching this film. It all started when I was going home after finishing my university lectures when some friends suggested that we could meet at somebody's house and have a movie night. After quite a long time deciding what to watch, we compromised and gave ""Annabelle"" a shot. The actual plot of the movie is nothing new: a happy family is tormented by a evil spirit. However, it is worth mentioning that the way it was executed was nothing less than brilliant. Instead of relying on jump-scares, the movie slowly builds up the tension from the very start. In fact, some friends were even closing their eyes at some points of the movie. Nonetheless, on a personal note, I must say that the movie should have been classified as a thriller more than a horror film since I did not find it really scary at all. I guess that even when movies are not that original or scary, the most important part of is the experience of watching it with a group of friends."	
Learners	ES_WR_C1_19_10_3_MOR	2016	106 / 120	88.3	C1 (lower advanced)	Male	19	Universidad de Granada	Filología (excepto Filología Inglesa)	2UNI	Spanish	Spanish	Spanish	Spanish	9	10	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	""	""	""	""	""	Written	3	3. Film	written_offline_classroom	""	""	""	"Last week I saw Taxi Driver by Martin Scorrese, it is one of my favourite movies and I watch it almost every year since I was twelve years old or so. <br/> The main character is named Travis, who is a lovely man who suffers from insomnio and works as a taxi driver in New York. He is in love with Betsy, a girl who works at Charles Palantine's office, a senator who is winning for president. Although Betsy thinks that Travis is a weird man, she accepts to go on a date with him. However, Travis takes her to a pornographic movie theatre and the date turns into a complete disaster, Betsy feels insulted and doesn't want to hear of Travis anymore. <br/> After Betsy's rejection, Travis gradually becomes a moniac and starts to think he is on a mission to ""clean the streets"" by eliminating all sort of animals. Travis considers himself a hero who must save the thirteen year old prostitute Iris from the hands of the man who exploits her, Sport. This obsessive crusade ends with Travis killin Sport and his young in a really violent climax. Taxi Driver shows perfectly the evolution of its protagonist's mind and his psychological conditions and also includes wonderful interpretations by Robert De Niro, Jodie Foster or Harvey Keitel."	
Learners	ES_SP_C1_20_12_3_MYM	2019	53 / 60	88.3	C1 (lower advanced)	Female	20	Universidad de Granada	Traducción e Interpretación	Tercero	Spanish	Spanish	Spanish	Spanish	8	12	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	German	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	3	3. Film	spoken_offline_lab	10	Outside classroom	""	hhh so the last film I saw in the cinema was the joker hhh and it is a two thousand and nineteen film hhh and also it was one of the most famous / uh films of this year hhh not / because of / this movie is about / uh batman movies hhh I mean is like the original story for batman hhh but / I think it has been famous famous because it / treats about mental health issues and / hhh the main character uh he is hhh a mental illness hhh person hhh so / I think this is the reason that this film has been so famous famous during this year hhh and hhh I like this film because hhh uh this reason and hhh I remember a quote / about hhh uh society because / because so many times society tends to believe that hhh a a person suffering from disorder hhh and mental illnesses hhh uh has to / hhh to behave like a normal person hhh and this person has to acts as hhh if he or she didn't have / this / illness hhh so this is the last film I watched	
Learners	ES_WR_C1_20_12_3_MYM	2019	53 / 60	88.3	C1 (lower advanced)	Female	20	Universidad de Granada	Traducción e Interpretación	Tercero	Spanish	Spanish	Spanish	Spanish	8	12	No	""	""	0	""	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	German	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Outside classroom	""	One of the films that I have recently watched in the cinema was 'The Joker' (2019). This film is starred by Joaquin Phoenix, and it is one of the biggest blockbusters of this year. It provides a possible origin for the character appearing in Batman's saga. But this film goes way beyond focusing on Batman's movies, since it follows the life of Arthur Fleck, a man who suffers mental illness and tries to do stand-up comedy but fails in his attempt. I believe that this film is so important because it treats the issue of mental illness, and it gives visibility to this issue. During the film, the character complains about the fact that society tends to expect people suffering mental illnesses to behave as if they do not have it, and I agree with this quote.  <br/> Besides, when I saw this film, it reminded me of another film called 'One Flew Over the Cuckoo's Nest', which also deals with mental disorders.	
Learners	ES_WR_C1_20_17_3_BLG	2017	53 / 60	88.3	C1 (lower advanced)	Female	20	Universidad de Valladolid	Estudios Ingleses	3 año grado	Spanish	Spanish	Spanish	Spanish	3	17	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	B2 (upper intermediate)	4.25 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Outside classroom	""	The film I am going to talk about is Beauty and the Beast, which I saw recently at the cinema. The main characters were Emma Watson, one of my favorite actresses, and Dan Stevens, whom I already knew from Downton Abbey. <br/> The story was based in the famous fairy tale in which a handsome prince is cursed by a witch because of his selfish and spolied attitude. He is transformed into a horrible beast and he is given an enchanted rose. The witch tells him that in order to break the spell he will need someone to love him with his new appearance. <br/> Belle is just a girl from a small village who just wants to live adventures and travel around the world. When his father dissapears, she does not doubt an instant and runs away from home to find him.  <br/> She gets to the enchanted castle and becomes the beast's prisoner in exchange of her father's freedom.  <br/> At the begining, Belle is horrified by the beast's aspect, but then she begins to see something else inside him. After some difficulties related mainly to Belle's suitor, Gaston, the Beast finally earns Belle's love and the curse breaks turning the Beast into the prince he was before. They finally get married and begin a life together in the castle.	
Learners	ES_WR_C1_21_15_3_GO	2019	53 / 60	88.3	C1 (lower advanced)	Male	21	Universidad de Granada	Marketing e Investigación de Mercados	4	Spanish	Spanish	Spanish	Spanish	6	15	Yes	Australia	2014	6	B2	C1 (lower advanced)	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	5.25 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	Inside classroom	""	The most recent film I've seen is Parasite. It revolves around a poor korean family, they don't have a job and are having financial issues. The oldest son starts working as an english teacher for a high-class family and tricks the family into also hiring her sister, telling them she's just the friend of a friend who studied in the United States and has profound knowledge about children psychology and art. They also find the way to get rid of the rich family's driver and house assistant so their parents, camouflaged as strangers, can also work there. Everything seems to be going well but one night, the previous house assistant appears in the house and chaos ensues.	
Learners	ES_WR_C1_23_17_3_PPP	2019	53 / 60	88.3	C1 (lower advanced)	Female	23	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	6	17	Yes	USA	2017	12	Advance (C1)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	5	Outside classroom	""	"Last movie I've seen is ""Maleficient: Mistress of Evil. It tells the story about how the relationship between Aurora and Maleficient herself has developed. Maleficient goes through different stages and feelings; still, she does not trust on humans, as a fairy (who had her wings cut off when she was little by them) she does not believe people could change. However, Aurora does trust on them and wants to marry a prince, decision Maleficient does not understand. Anyhow, Maleficient accepts the King's invitation to visit the village and the castle as everything he wants is a peaceful alliance between the Kingdom and the Woods. But, as expected, everything turned out pretty bad for Maleficient and all forest dwellers."	
Learners	ES_WR_C1_57_4_3_CMC	2019	53 / 60	88.3	C1 (lower advanced)	Female	57	""	Traductores	Licenciada	Spanish	Spanish	Spanish	Spanish	24	4	Yes	USA	1986-1988, 1990-1995	96	Licenciatura y B200	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Russian	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	5	Outside classroom	""	I have not watched any interesting movie lately but I remember the first movie I watched in English without subtittle, Platoon. <br/> I didn' t even know what Platoon meant and I thought I would had to bother my husband over and over again in order to keep track of the plot and not to get bored in the movie theater but since most of the talking were curses and swearing I had no problems understanding the main topic and most of the soldiers interaction. <br/> Since that happened in 1987, there are not many remainings in my mind; Vietnam war, death, violence, fear, bravery, blood, lots of blood.	
Learners	ES_WR_C1_21_14_3_NBS	2019	54 / 60	90	C1 (lower advanced)	Female	21	Universidad de Granada	ESTUDIOS INGLESES	4º	Spanish	Spanish	Spanish	Spanish	7	14	Yes	Ireland	2018	9	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	10	Inside classroom	""	The last film I saw was the second part of Maleficent. In these films, the protagonist, which is kind of a magical creature, always has to fight against the humans that want to destroy her lands. The problem is that in this second part, her goddaughter is a human and wants to get married with the prince of the reign. Before the celebration, both Maleficent and her goddaughter are invited to the castle to have dinner. Once they are there the protagonist gets really furious remembering all the attacks she and her creatures have received in the past. In addition to this, the queen is constantly attacking her. Because of this, Maleficent leaves the castle, forbidding her goddaughter to get married. Then she leaves the city and find other creatures like her that help her in saving the lands and uniting both humans and creatures.	
